country,year,iso_code,population,electricity_generation,electricity_demand,solar_electricity,wind_electricity,hydro_electricity,fossil_electricity,solar_share_elec,wind_share_elec,hydro_share_elec,fossil_share_elec,renewables_share_elec,carbon_intensity_elec
India,2015,IND,1328024494.0,1310.56005859375,1310.6500244140625,7.090000152587891,32.7400016784668,133.47999572753906,1080.5799560546875,0.5409901142120361,2.498168706893921,10.184958457946776,82.45176696777344,14.625044822692873,750.6300048828125
India,2016,IND,1343944296.0,1394.9300537109375,1393.8399658203125,12.199999809265137,43.45000076293945,128.5500030517578,1155.6300048828125,0.8745958209037781,3.114851474761963,9.215516090393066,82.84501647949219,14.437999725341797,751.8699951171875
India,2017,IND,1359657398.0,1462.3900146484375,1460.800048828125,22.36000061035156,52.630001068115234,135.97999572753906,1199.02001953125,1.5290038585662842,3.598903179168701,9.298477172851562,81.99044036865234,15.45141887664795,743.0900268554688
India,2018,IND,1374659067.0,1571.6500244140625,1567.81005859375,37.45000076293945,60.310001373291016,139.9199981689453,1276.52001953125,2.3828461170196533,3.837368488311768,8.902745246887207,81.22164916992188,16.293703079223633,737.719970703125
India,2019,IND,1389030307.0,1600.97998046875,1597.8399658203125,37.45000076293945,63.310001373291016,162.2899932861328,1273.780029296875,2.3391923904418945,3.954452991485596,10.136916160583496,79.5625228881836,17.616710662841797,722.6599731445312
India,2020,IND,1402617694.0,1563.4300537109375,1563.3199462890625,52.90999984741211,60.43000030517578,163.94000244140625,1221.6600341796875,3.384225606918335,3.8652193546295166,10.485918998718262,78.13973236083984,19.00692749023437,709.0599975585938
India,2021,IND,1414203896.0,1678.719970703125,1678.68994140625,65.58999633789062,68.08999633789062,160.57000732421875,1319.3499755859375,3.9071433544158936,4.056066513061523,9.56502628326416,78.59262084960938,18.79110336303711,715.3400268554688
India,2022,IND,1425423209.0,1804.6099853515625,1802.8800048828125,95.91999816894533,70.05000305175781,175.08999633789062,1394.0699462890625,5.3152756690979,3.881725311279297,9.702373504638672,77.25048065185547,20.18995857238769,705.75
India,2023,IND,1438069597.0,1918.260009765625,1916.199951171875,115.41999816894533,82.11000061035156,149.42999267578125,1500.0899658203125,6.016911029815674,4.280441761016846,7.789871692657471,78.20055389404297,19.2867488861084,713.3599853515625
India,2024,IND,1450935785.0,2036.52001953125,2034.219970703125,143.07000732421875,81.54000091552734,156.52999877929688,1578.4300537109375,7.025219917297363,4.003889083862305,7.686150550842285,77.50624084472656,19.807809829711918,705.4000244140625
Kenya,2010,KEN,41598570.0,7.159999847412109,7.159999847412109,0.0,0.0199999995529651,3.390000104904175,1.830000042915344,0.0,0.2793295979499817,47.34637069702149,25.55866050720215,74.44133758544922,199.72000122070312
Kenya,2011,KEN,42758467.0,7.829999923706055,7.829999923706055,0.0099999997764825,0.0199999995529651,3.4200000762939453,2.4100000858306885,0.127713918685913,0.2554278373718261,43.67816162109375,30.779056549072266,69.220947265625,233.72000122070312
Kenya,2012,KEN,43888306.0,8.170000076293945,8.180000305175781,0.0099999997764825,0.0099999997764825,4.260000228881836,1.840000033378601,0.122399017214775,0.122399017214775,52.14198684692383,22.521419525146484,77.47857666015625,179.92999267578125
Kenya,2013,KEN,44986794.0,8.079999923706055,8.079999923706055,0.0299999993294477,0.0099999997764825,3.910000085830689,1.75,0.3712871372699737,0.1237623766064643,48.391090393066406,21.658416748046875,78.34158325195312,174.50999450683594
Kenya,2014,KEN,46051441.0,9.199999809265137,9.329999923706056,0.050000000745058,0.0199999995529651,3.2799999713897705,2.1700000762939453,0.54347825050354,0.2173912972211837,35.65217590332031,23.586957931518555,76.41304779052734,188.0399932861328
Kenya,2015,KEN,47088528.0,9.8100004196167,9.81999969482422,0.050000000745058,0.0599999986588954,3.75,1.0,0.5096839666366577,0.6116207838058472,38.22629928588867,10.193679809570312,89.80632019042969,103.9800033569336
Kenya,2016,KEN,48139683.0,9.68000030517578,9.729999542236328,0.0599999986588954,0.0599999986588954,3.309999942779541,1.0399999618530271,0.6198346614837646,0.6198346614837646,34.1942138671875,10.74380111694336,89.2562026977539,108.47000122070312
Kenya,2017,KEN,49197757.0,10.829999923706056,11.050000190734863,0.0700000002980232,0.0599999986588954,3.1700000762939453,2.069999933242798,0.6463527083396912,0.5540165901184082,29.270545959472656,19.11357307434082,80.88642883300781,163.44000244140625
Kenya,2018,KEN,50207109.0,11.300000190734863,11.390000343322754,0.0900000035762786,0.3799999952316284,3.990000009536743,1.5499999523162842,0.7964602112770081,3.3628318309783936,35.30973434448242,13.71681308746338,86.28318786621094,117.6999969482422
Kenya,2019,KEN,51202829.0,11.5600004196167,11.760000228881836,0.0900000035762786,1.559999942779541,3.2100000381469727,1.309999942779541,0.7785466909408569,13.4948091506958,27.768165588378903,11.332179069519045,88.66781616210938,102.94000244140624
Kenya,2020,KEN,52217327.0,11.68000030517578,11.800000190734863,0.0900000035762786,1.3300000429153442,4.230000019073486,0.75,0.7705479264259338,11.38698673248291,36.21575164794922,6.4212327003479,93.57876586914062,71.91999816894531
Kenya,2021,KEN,53219167.0,12.380000114440918,12.649999618530272,0.1700000017881393,1.9900000095367432,3.670000076293945,1.2599999904632568,1.3731825351715088,16.07431411743164,29.644588470458984,10.177705764770508,89.8222885131836,96.12000274658205
Kenya,2022,KEN,54252458.0,12.960000038146973,13.260000228881836,0.4199999868869781,2.140000104904175,3.039999961853028,1.5800000429153442,3.2407405376434326,16.512346267700195,23.456789016723636,12.19135856628418,87.80863952636719,109.56999969482422
Kenya,2023,KEN,55339007.0,12.800000190734863,13.6899995803833,0.5799999833106995,2.009999990463257,2.6700000762939453,1.309999942779541,4.53125,15.703125,20.859375,10.234374046325684,89.765625,96.87999725341795
Kenya,2024,KEN,56432946.0,13.260000228881836,14.75,0.6600000262260437,2.1700000762939453,3.0999999046325684,1.1299999952316284,4.977375507354736,16.365007400512695,23.378582000732425,8.521869659423828,91.4781265258789,85.22000122070312
Norway,2010,NOR,4889160.0,123.13999938964844,130.69000244140625,0.0,0.8700000047683716,116.73999786376952,5.179999828338623,0.0,0.7065129280090332,94.80266571044922,4.206593990325928,95.79340362548828,42.880001068115234
Norway,2011,NOR,4952969.0,125.93000030517578,122.8499984741211,0.0,1.2899999618530271,120.27999877929688,4.019999980926514,0.0,1.024378538131714,95.5133819580078,3.1922495365142822,96.80775451660156,38.36000061035156
